欄位名稱(中),原始欄位名稱,資料表名稱,資料層級,欄位名稱(英),中文值標籤,序號,型態,簡易說明,資料變動說明,本單位新增,資料涵蓋學年度
,本國學生出國進修交流至少1學期(修讀學分)以上人數男,學5.日間學制本國學生出國進修交流人數-以「系(所)」統計,,,,13,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,本國學生出國進修交流至少1學期(修讀學分)以上人數女,學5.日間學制本國學生出國進修交流人數-以「系(所)」統計,,,,14,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,本國學生出國進修交流未滿1學期(修讀學分)人數小計,學5.日間學制本國學生出國進修交流人數-以「系(所)」統計,,,,15,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,本國學生出國進修交流未滿1學期(修讀學分)人數男,學5.日間學制本國學生出國進修交流人數-以「系(所)」統計,,,,16,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,本國學生出國進修交流未滿1學期(修讀學分)人數女,學5.日間學制本國學生出國進修交流人數-以「系(所)」統計,,,,17,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學年度,學6.修讀校際選課人次-以「系(所)」統計,,,,1,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學期,學6.修讀校際選課人次-以「系(所)」統計,,,,2,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,設立別,學6.修讀校際選課人次-以「系(所)」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校類別,學6.修讀校際選課人次-以「系(所)」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校統計處代碼,學6.修讀校際選課人次-以「系(所)」統計,,,,5,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校名稱,學6.修讀校際選課人次-以「系(所)」統計,,,,6,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,系所代碼,學6.修讀校際選課人次-以「系(所)」統計,,,,7,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,系所名稱,學6.修讀校際選課人次-以「系(所)」統計,,,,8,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學制班別,學6.修讀校際選課人次-以「系(所)」統計,,,,9,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,修讀校際選課人次小計,學6.修讀校際選課人次-以「系(所)」統計,,,,10,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,修讀校際選課人次男,學6.修讀校際選課人次-以「系(所)」統計,,,,11,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,修讀校際選課人次女,學6.修讀校際選課人次-以「系(所)」統計,,,,12,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學年度,學7.修讀輔系人次-以「系(所)」統計,,,,1,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學期,學7.修讀輔系人次-以「系(所)」統計,,,,2,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,設立別,學7.修讀輔系人次-以「系(所)」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校類別,學7.修讀輔系人次-以「系(所)」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校統計處代碼,學7.修讀輔系人次-以「系(所)」統計,,,,5,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校名稱,學7.修讀輔系人次-以「系(所)」統計,,,,6,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,系所代碼,學7.修讀輔系人次-以「系(所)」統計,,,,7,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,系所名稱,學7.修讀輔系人次-以「系(所)」統計,,,,8,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學制班別,學7.修讀輔系人次-以「系(所)」統計,,,,9,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,修讀輔系人次小計,學7.修讀輔系人次-以「系(所)」統計,,,,10,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,修讀輔系人次男,學7.修讀輔系人次-以「系(所)」統計,,,,11,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,修讀輔系人次女,學7.修讀輔系人次-以「系(所)」統計,,,,12,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學年度,學8.修讀雙主修人次-以「系(所)」統計,,,,1,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學期,學8.修讀雙主修人次-以「系(所)」統計,,,,2,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,設立別,學8.修讀雙主修人次-以「系(所)」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校類別,學8.修讀雙主修人次-以「系(所)」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校統計處代碼,學8.修讀雙主修人次-以「系(所)」統計,,,,5,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校名稱,學8.修讀雙主修人次-以「系(所)」統計,,,,6,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,系所代碼,學8.修讀雙主修人次-以「系(所)」統計,,,,7,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,系所名稱,學8.修讀雙主修人次-以「系(所)」統計,,,,8,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學制班別,學8.修讀雙主修人次-以「系(所)」統計,,,,9,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,修讀雙主修人次小計,學8.修讀雙主修人次-以「系(所)」統計,,,,10,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,修讀雙主修人次男,學8.修讀雙主修人次-以「系(所)」統計,,,,11,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,修讀雙主修人次女,學8.修讀雙主修人次-以「系(所)」統計,,,,12,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學年度,學9.學校雙聯合作案件數-以「系(所)」統計,,,,1,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學期,學9.學校雙聯合作案件數-以「系(所)」統計,,,,2,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,設立別,學9.學校雙聯合作案件數-以「系(所)」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校類別,學9.學校雙聯合作案件數-以「系(所)」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校統計處代碼,學9.學校雙聯合作案件數-以「系(所)」統計,,,,5,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校名稱,學9.學校雙聯合作案件數-以「系(所)」統計,,,,6,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,系所代碼,學9.學校雙聯合作案件數-以「系(所)」統計,,,,7,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,系所名稱,學9.學校雙聯合作案件數-以「系(所)」統計,,,,8,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學制班別,學9.學校雙聯合作案件數-以「系(所)」統計,,,,9,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,合作學校國家(地區)別,學9.學校雙聯合作案件數-以「系(所)」統計,,,,10,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,合作學校國家(地區)區域別,學9.學校雙聯合作案件數-以「系(所)」統計,,,,11,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,雙聯合作案件數,學9.學校雙聯合作案件數-以「系(所)」統計,,,,12,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學年度,教1-1.專任教師數-以「系(所)」統計,,,,1,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,設立別,教1-1.專任教師數-以「系(所)」統計,,,,2,object,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,學校類別,教1-1.專任教師數-以「系(所)」統計,,,,3,object,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,學校統計處代碼,教1-1.專任教師數-以「系(所)」統計,,,,4,object,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,學校名稱,教1-1.專任教師數-以「系(所)」統計,,,,5,object,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,單位代碼,教1-1.專任教師數-以「系(所)」統計,,,,6,object,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,單位名稱,教1-1.專任教師數-以「系(所)」統計,,,,7,object,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-教師總數總計,教1-1.專任教師數-以「系(所)」統計,,,,8,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-教師總數男,教1-1.專任教師數-以「系(所)」統計,,,,9,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-教師總數女,教1-1.專任教師數-以「系(所)」統計,,,,10,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-教授男,教1-1.專任教師數-以「系(所)」統計,,,,11,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-教授女,教1-1.專任教師數-以「系(所)」統計,,,,12,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-副教授男,教1-1.專任教師數-以「系(所)」統計,,,,13,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-副教授女,教1-1.專任教師數-以「系(所)」統計,,,,14,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-助理教授男,教1-1.專任教師數-以「系(所)」統計,,,,15,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-助理教授女,教1-1.專任教師數-以「系(所)」統計,,,,16,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-講師男,教1-1.專任教師數-以「系(所)」統計,,,,17,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-講師女,教1-1.專任教師數-以「系(所)」統計,,,,18,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-其他教師男,教1-1.專任教師數-以「系(所)」統計,,,,19,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-其他教師女,教1-1.專任教師數-以「系(所)」統計,,,,20,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任助理教授以上人數-總計,教1-1.專任教師數-以「系(所)」統計,,,,21,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任助理教授以上人數-男,教1-1.專任教師數-以「系(所)」統計,,,,22,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任助理教授以上人數-女,教1-1.專任教師數-以「系(所)」統計,,,,23,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任講師以上人數-總計,教1-1.專任教師數-以「系(所)」統計,,,,24,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任講師以上人數-男,教1-1.專任教師數-以「系(所)」統計,,,,25,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任講師以上人數-女,教1-1.專任教師數-以「系(所)」統計,,,,26,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,學年度,教1-2.專任教師數-以「校」統計,,,,1,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,設立別,教1-2.專任教師數-以「校」統計,,,,2,object,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,學校類別,教1-2.專任教師數-以「校」統計,,,,3,object,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,學校統計處代碼,教1-2.專任教師數-以「校」統計,,,,4,object,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,學校名稱,教1-2.專任教師數-以「校」統計,,,,5,object,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-教師總數總計,教1-2.專任教師數-以「校」統計,,,,6,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-教師總數男,教1-2.專任教師數-以「校」統計,,,,7,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-教師總數女,教1-2.專任教師數-以「校」統計,,,,8,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-教授男,教1-2.專任教師數-以「校」統計,,,,9,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-教授女,教1-2.專任教師數-以「校」統計,,,,10,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-副教授男,教1-2.專任教師數-以「校」統計,,,,11,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-副教授女,教1-2.專任教師數-以「校」統計,,,,12,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-助理教授男,教1-2.專任教師數-以「校」統計,,,,13,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-助理教授女,教1-2.專任教師數-以「校」統計,,,,14,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-講師男,教1-2.專任教師數-以「校」統計,,,,15,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-講師女,教1-2.專任教師數-以「校」統計,,,,16,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-其他教師男,教1-2.專任教師數-以「校」統計,,,,17,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任教師數-其他教師女,教1-2.專任教師數-以「校」統計,,,,18,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任助理教授以上人數-總計,教1-2.專任教師數-以「校」統計,,,,19,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任助理教授以上人數-男,教1-2.專任教師數-以「校」統計,,,,20,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任助理教授以上人數-女,教1-2.專任教師數-以「校」統計,,,,21,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任講師以上人數-總計,教1-2.專任教師數-以「校」統計,,,,22,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任講師以上人數-男,教1-2.專任教師數-以「校」統計,,,,23,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,專任講師以上人數-女,教1-2.專任教師數-以「校」統計,,,,24,int64,,,0.0,106 ;107 ;108 ;109 ;110 ;111
,學年度,教1-3.專任教師數-以「校(編制內外)」統計,,,,1,int64,,,0.0,110 ;111
,設立別,教1-3.專任教師數-以「校(編制內外)」統計,,,,2,object,,,0.0,110 ;111
,學校類別,教1-3.專任教師數-以「校(編制內外)」統計,,,,3,object,,,0.0,110 ;111
,學校統計處代碼,教1-3.專任教師數-以「校(編制內外)」統計,,,,4,object,,,0.0,110 ;111
,學校名稱,教1-3.專任教師數-以「校(編制內外)」統計,,,,5,object,,,0.0,110 ;111
,編制內外,教1-3.專任教師數-以「校(編制內外)」統計,,,,6,object,,,0.0,110 ;111
,總計,教1-3.專任教師數-以「校(編制內外)」統計,,,,7,int64,,,0.0,110 ;111
,專任教師數-一般教師-教授,教1-3.專任教師數-以「校(編制內外)」統計,,,,8,int64,,,0.0,110 ;111
,專任教師數-一般教師-副教授,教1-3.專任教師數-以「校(編制內外)」統計,,,,9,int64,,,0.0,110 ;111
,專任教師數-一般教師-助理教授,教1-3.專任教師數-以「校(編制內外)」統計,,,,10,int64,,,0.0,110 ;111
,專任教師數-一般教師-講師,教1-3.專任教師數-以「校(編制內外)」統計,,,,11,int64,,,0.0,110 ;111
,專任教師數-專案教學人員-教授,教1-3.專任教師數-以「校(編制內外)」統計,,,,12,int64,,,0.0,110 ;111
,專任教師數-專案教學人員-副教授,教1-3.專任教師數-以「校(編制內外)」統計,,,,13,int64,,,0.0,110 ;111
,專任教師數-專案教學人員-助理教授,教1-3.專任教師數-以「校(編制內外)」統計,,,,14,int64,,,0.0,110 ;111
,專任教師數-專案教學人員-講師,教1-3.專任教師數-以「校(編制內外)」統計,,,,15,int64,,,0.0,110 ;111
,專任教師數-專業技術人員及教師-教授,教1-3.專任教師數-以「校(編制內外)」統計,,,,16,int64,,,0.0,110 ;111
,專任教師數-專業技術人員及教師-副教授,教1-3.專任教師數-以「校(編制內外)」統計,,,,17,int64,,,0.0,110 ;111
,專任教師數-專業技術人員及教師-助理教授,教1-3.專任教師數-以「校(編制內外)」統計,,,,18,int64,,,0.0,110 ;111
,專任教師數-專業技術人員及教師-講師,教1-3.專任教師數-以「校(編制內外)」統計,,,,19,int64,,,0.0,110 ;111
,專任教師數-其他教師,教1-3.專任教師數-以「校(編制內外)」統計,,,,20,int64,,,0.0,110 ;111
,學年度,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,1,int64,,,0.0,110 ;111
,設立別,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,2,object,,,0.0,110 ;111
,學校類別,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,3,object,,,0.0,110 ;111
,學校統計處代碼,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,4,object,,,0.0,110 ;111
,學校名稱,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,5,object,,,0.0,110 ;111
,編制內外,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,6,object,,,0.0,110 ;111
,年齡組別,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,7,object,,,0.0,110 ;111
,總計,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,8,int64,,,0.0,110 ;111
,專任教師數-一般教師-教授,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,9,int64,,,0.0,110 ;111
,專任教師數-一般教師-副教授,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,10,int64,,,0.0,110 ;111
,專任教師數-一般教師-助理教授,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,11,int64,,,0.0,110 ;111
,專任教師數-一般教師-講師,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,12,int64,,,0.0,110 ;111
,專任教師數-專案教學人員-教授,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,13,int64,,,0.0,110 ;111
,專任教師數-專案教學人員-副教授,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,14,int64,,,0.0,110 ;111
,專任教師數-專案教學人員-助理教授,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,15,int64,,,0.0,110 ;111
,專任教師數-專案教學人員-講師,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,16,int64,,,0.0,110 ;111
,專任教師數-專業技術人員及教師-教授,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,17,int64,,,0.0,110 ;111
,專任教師數-專業技術人員及教師-副教授,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,18,int64,,,0.0,110 ;111
,專任教師數-專業技術人員及教師-助理教授,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,19,int64,,,0.0,110 ;111
,專任教師數-專業技術人員及教師-講師,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,20,int64,,,0.0,110 ;111
,專任教師數-其他教師,教1-4.專任教師數-以「校(編制內外、年齡組別)」統計,,,,21,int64,,,0.0,110 ;111
,學年度,教1-5.專任教師數-以「校(編制內外、學位別)」統計,,,,1,int64,,,0.0,110 ;111
,設立別,教1-5.專任教師數-以「校(編制內外、學位別)」統計,,,,2,object,,,0.0,110 ;111
,學校類別,教1-5.專任教師數-以「校(編制內外、學位別)」統計,,,,3,object,,,0.0,110 ;111
,學校統計處代碼,教1-5.專任教師數-以「校(編制內外、學位別)」統計,,,,4,object,,,0.0,110 ;111
,學校名稱,教1-5.專任教師數-以「校(編制內外、學位別)」統計,,,,5,object,,,0.0,110 ;111
,編制內外,教1-5.專任教師數-以「校(編制內外、學位別)」統計,,,,6,object,,,0.0,110 ;111
,學位別,教1-5.專任教師數-以「校(編制內外、學位別)」統計,,,,7,object,,,0.0,110 ;111
